session,participant,TrialNumber,topColor,topOri,ran,order,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys
0,0,1,blue,45,1.0,0.0,[],[],[],[],0.046890147,2.045891,[]
0,0,2,red,135,1.0,1.0,[0.07200049299999023],[0.616025479000001],['right'],[<psychopy.hardware.keyboard.KeyPress object at 0x14c25e5c0>],6.2781553,8.27714,[['left', 16.304895026000025], ['down', 16.306141354000005], ['right', 17.324910241000026]]
0,0,3,red,45,1.0,2.0,[],[],[],[],16.124863,18.124138,[['down', 26.161579116000013]]
0,0,4,blue,135,1.0,3.0,[],[],[],[],22.189987,24.189148,[['down', 32.22583703000001]]
﻿session,participant,TrialNumber,topColor,topOri,ran,order,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys,Flag
0,0,1,blue,45,1.0,0.0,[],[],[],[],0.043362703,2.0424347,[],--
0,0,2,red,45,1.0,1.0,[],[],[],[],5.6414185,7.640505,[['space', 9.794853745999944], ['down', 13.046142064000037]],--
0,0,3,red,135,1.0,2.0,[0.13599454099994546],[1.02663584000004],['down'],[<psychopy.hardware.keyboard.KeyPress object at 0x154a06240>],10.723436,12.722211,[['down', 15.409989171000007], ['down', 19.16878545899999]],cut off by trial end
0,0,4,blue,135,1.0,3.0,[],[],[],[],15.804905,17.787237,[['right', 20.907788169000014], ['down', 21.27335133700001]],--
